timestamp,temperature,humidity,ethylene,latitude,longitude
2025-02-18 14:48:02.296943,20.279986232245196,68.94254407322583,2.9309752262157054,19.076,72.8777
2025-02-18 14:53:02.296943,27.678139011104015,47.67529717171224,2.339999623390339,19.077252525252526,72.87893535353535
2025-02-18 14:58:02.296943,34.8397706387845,61.943967991273276,1.8011183037267329,19.07850505050505,72.88017070707072
2025-02-18 15:03:02.296943,22.738619265929355,77.1986986076054,2.1681203537021094,19.079757575757576,72.88140606060607
2025-02-18 15:08:02.296943,37.63688273855836,40.53625939823944,1.6827460457584955,19.0810101010101,72.88264141414142
2025-02-18 15:13:02.296943,33.28702153803208,75.02994963022594,2.0775425018278177,19.082262626262626,72.88387676767677
2025-02-18 15:18:02.296943,36.21555499107022,56.34042839717036,0.9762598860808767,19.08351515151515,72.88511212121213
2025-02-18 15:23:02.296943,24.49465139812513,41.95171821159346,2.0584748652673435,19.084767676767676,72.88634747474748
2025-02-18 15:28:02.296943,25.18371780159932,78.05567970827516,0.7224494214763837,19.0860202020202,72.88758282828283
2025-02-18 15:33:02.296943,23.310598819142868,43.88932986627622,1.5936232259386185,19.087272727272726,72.88881818181818
2025-02-18 15:38:02.296943,24.92414527373379,43.71755829181612,1.3472781992189145,19.088525252525255,72.89005353535354
2025-02-18 15:43:02.296943,20.544984792677422,53.14457134856954,1.846439139661781,19.08977777777778,72.8912888888889
2025-02-18 15:48:02.296943,25.826563287669067,42.65370726774928,2.423267779569855,19.091030303030305,72.89252424242424
2025-02-18 15:53:02.296943,35.79446206379747,46.954936031859205,2.081275706927079,19.09228282828283,72.8937595959596
2025-02-18 15:58:02.296943,30.193279892085233,71.24486334297205,1.6681370729386296,19.093535353535355,72.89499494949496
2025-02-18 16:03:02.296943,30.419777783623697,46.15503209914568,1.796790162075184,19.09478787878788,72.89623030303031
2025-02-18 16:08:02.296943,31.746271438936773,61.285008753900044,1.9732376108094578,19.096040404040405,72.89746565656566
2025-02-18 16:13:02.296943,35.367456959446244,75.62737336079729,2.1379926343818383,19.09729292929293,72.89870101010101
2025-02-18 16:18:02.296943,31.2911881337826,77.79458762538027,2.2421415693999016,19.098545454545455,72.89993636363637
